id,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
3519,k,y,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,1
3520,x,f,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,0
3521,f,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,0
3522,f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p,1
3523,x,s,b,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,g,1
3524,f,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1
3525,f,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,0
3526,x,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,0
3527,f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,1
3528,x,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p,1
3529,f,f,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,0
3530,x,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,0
3531,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,0
3532,f,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,0
3533,k,f,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,0
3534,x,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,1
3535,b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,0
3536,b,s,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,0
3537,f,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,0
3538,k,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,1
3539,x,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1
3540,f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,1
3541,f,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,0
3542,b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,0
3543,x,f,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,0
3544,x,y,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,0
3545,x,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,0
3546,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,u,1
3547,x,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1
3548,f,y,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1
3549,x,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,0
3550,x,y,w,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,y,d,0
3551,x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,0
3552,f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,0
3553,x,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,0
3554,f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,1
3555,f,y,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,0
3556,x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p,0
3557,x,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,1
3558,f,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1
3559,b,f,n,f,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,1
3560,x,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,0
3561,k,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1
3562,k,y,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,1
3563,x,y,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1
3564,x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,1
3565,x,f,w,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,0
3566,f,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,0
3567,x,s,g,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,u,1
3568,x,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,0
3569,f,f,n,f,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,1
3570,x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p,1
3571,x,y,u,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,y,d,0
3572,f,f,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,0
3573,f,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,0
3574,f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,0
3575,f,s,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,0
3576,f,y,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,1
3577,x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,1
3578,x,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,1
3579,f,s,w,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,v,g,1
3580,x,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,0
3581,f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,1
3582,x,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,0
3583,x,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,1
3584,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,b,c,l,0
3585,f,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,0
3586,x,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,0
3587,k,y,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,1
3588,x,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1
3589,k,y,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,1
3590,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,0
3591,k,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1
3592,x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,1
3593,k,s,g,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,0
3594,f,y,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,0
3595,f,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,0
3596,x,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d,1
3597,x,y,r,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,v,d,0
3598,f,f,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,0
3599,x,f,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,0
3600,k,y,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,1
3601,x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,0
3602,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,0
3603,k,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,1
3604,x,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,0
3605,f,f,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,0
3606,x,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,0
3607,f,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g,1
3608,f,f,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,0
3609,x,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,0
3610,x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,0
3611,f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,1
3612,x,y,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,1
3613,f,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,1
3614,x,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p,1
3615,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,0
3616,x,f,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,0
3617,f,y,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,0
3618,x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g,0
3619,f,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,0
3620,f,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,0
3621,x,y,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,0
3622,f,y,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1
3623,f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,1
3624,f,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1
3625,f,s,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1
3626,x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,n,c,l,0
3627,x,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,0
3628,x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,0
3629,x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d,1
3630,f,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,0
3631,f,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,0
3632,x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,1
3633,f,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1
3634,x,s,g,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,s,u,1
3635,x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g,1
3636,f,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,u,1
3637,x,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u,1
3638,f,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,0
3639,f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,1
3640,x,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,1
3641,f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g,1
3642,f,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,0
3643,f,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,1
3644,b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,0
3645,f,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1
3646,x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,1
3647,f,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,0
3648,x,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,0
3649,x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,b,v,l,0
3650,x,s,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,1
3651,k,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1
3652,f,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,0
3653,f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,0
3654,c,y,y,f,n,f,w,n,w,e,c,y,y,y,y,p,y,o,e,w,c,l,1
3655,x,f,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,0
3656,x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,0
3657,x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,v,l,0
3658,b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,0
3659,f,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,1
3660,f,f,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,0
3661,f,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,0
3662,x,s,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,0
3663,x,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,1
3664,x,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1
3665,f,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1
3666,b,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,0
3667,k,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1
3668,f,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1
3669,x,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,1
3670,f,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,0
3671,x,s,w,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,u,1
3672,k,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1
3673,x,s,b,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,g,1
3674,k,y,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1
3675,f,s,g,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,u,1
3676,x,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,1
3677,x,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1
3678,x,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,0
3679,f,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,1
3680,x,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,0
3681,b,s,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,0
3682,x,s,n,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,0
3683,x,s,w,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,1
3684,x,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d,1
3685,f,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1
3686,k,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,v,l,0
3687,x,s,b,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,g,1
3688,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,0
3689,f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d,1
3690,k,s,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,0
3691,f,f,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,0
3692,f,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,1
3693,f,s,w,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g,1
3694,x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d,1
3695,x,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,0
3696,f,y,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,1
3697,x,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1
3698,f,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1
3699,f,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,0
3700,b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,0
3701,x,f,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,1
3702,f,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,0
3703,x,s,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1
3704,f,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g,1
3705,k,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1
3706,x,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,1
3707,f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g,1
3708,x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p,1
3709,x,s,g,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u,1
3710,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,0
3711,x,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,0
3712,x,s,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,0
3713,f,y,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1
3714,x,s,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1
3715,x,s,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1
3716,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,0
3717,b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,o,c,l,0
3718,x,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p,0
3719,x,f,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,0
3720,k,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1
3721,f,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1
3722,f,y,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,0
3723,f,y,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,0
3724,f,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,0
3725,k,f,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,0
3726,x,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,1
3727,x,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,1
3728,f,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g,1
3729,f,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,0
3730,b,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,0
3731,x,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,1
3732,f,s,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,1
3733,f,s,b,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,s,g,1
3734,k,y,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1
3735,f,s,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,0
3736,f,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,0
3737,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,0
3738,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,0
3739,x,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1
3740,k,y,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1
3741,f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,0
3742,x,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g,1
3743,f,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,1
3744,f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d,1
3745,f,y,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,0
3746,x,s,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,0
3747,x,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p,1
3748,b,s,p,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,1
3749,x,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1
3750,k,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1
3751,x,s,w,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,1
3752,f,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1
3753,f,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1
3754,f,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1
3755,x,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1
3756,x,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1
3757,f,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,1
3758,x,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,0
3759,f,y,e,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,1
3760,x,y,n,f,m,a,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,1
3761,x,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d,1
3762,x,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,0
3763,f,y,n,f,m,a,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,1
3764,f,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,0
3765,k,s,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,0
3766,f,y,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1
3767,f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p,1
3768,x,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p,1
3769,x,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,0
3770,f,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,0
3771,x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,0
3772,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,0
3773,f,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,0
3774,f,s,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,1
3775,x,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,0
3776,x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g,1
3777,f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p,1
3778,x,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,1
3779,x,f,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,0
3780,x,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,0
3781,x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,1
3782,b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,0
3783,x,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g,1
3784,f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,o,v,l,0
3785,x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,0
3786,x,s,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1
3787,x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g,1
3788,k,f,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,0
3789,f,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,0
3790,x,f,p,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,1
3791,f,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,0
3792,x,f,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,0
3793,x,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,0
3794,f,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1
3795,f,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,0
3796,x,s,b,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,g,1
3797,x,s,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,0
3798,x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,0
3799,x,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,1
3800,x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,0
